id,data_abertura,canal,parceiro,uf,linha,modelo,serie,lote,descricao_cliente,codigo_sintoma,prioridade_declarada,status,data_fechamento,sla_horas,custo_peca_brl,id_origem
OC-2026-001320,14/06/2026,Formulario,REFRIGERACAO VALE VERDE LTDA,MG,Maquina de Lavar,WD11WV,WD11268369,L2605B,"nao escoa a agua, fica cheia",,Alta,Fechada,2026-06-19,72,960.19,
OC-2026-000667,2026-08-14,E-mail,Prisma Assist Tecnica,PR,Geladeira,GT39SSP,GT39156183,L2605C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,,AGUARDANDO PECA,,120,204.14,
OC-2026-000586,2026-05-03 10:06,Formulario,Central Reparos Bandeirantes,SP,Maquina de Lavar,WM-T13BW,WMT1145873,L2603A,Cliente relata poca de agua no chao apos o uso.,,Media,Fechado,23/05/2026,120,594.34,
OC-2026-001791,2026-05-23,E-mail,Norte Eletro Servicos,CE,TV,NANO-75SQA,NANO666813,,risco na tela do lado esquerdo,LINHAS_TELA,Baixa,aguardando_peca,,240,2006.35,
OC-2026-001165,2026-03-01,email,ELETRO NORDESTE ASSIST LTDA,PE,Geladeira,GC-L257,GCL2288375,,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Alta,em_atendimento,,72,,
OC-2026-000649,12/04/2026,Formulario,SUL SERVICE ELETRO,RS,Monitor,27-UP550,27UP669074,L2601A,a tela fica piscando o tempo todo,FLICKER,Baixa,Aberta,,240,,
OC-2026-001811,27/05/2026,formulario,NORTE ELETRO SERVICOS LTDA,CE,Geladeira,GC-L257FLQ,GCL2715852,,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",NAO_GELA,Baixa,aberta,,240,,
OC-2026-001440,2026-05-26,Planilha Parceiro,Eletro Servicos Andrade,SP,Maquina de Lavar,WD11WV,WD11716328,L2602A,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Media,Fechado,2026-06-11,120,856.45,
OC-2026-000896,20/07/2026,formulario,Eletro Servicos Andrade,SP,TV,NANO75SQA,NANO432284,L2603A,nao liga de jeito nenhum,NAO_LIGA,Alta,ABERTA,,72,,
OC-2026-000541,01-07-2026 10:23,Planilha Parceiro,TECNOAR,RJ,Geladeira,GC-L257FLQ,GCL2869027,L2604C,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Media,FECHADA,25/07/2026,120,293.11,
OC-2026-000264,2026-04-27,Planilha Parceiro,ELETRO NORDESTE ASSIST LTDA,PE,Maquina de Lavar,WMT13BW,WMT1486838,L2601B,"nao escoa a agua, fica cheia",,Alta,Fechado,2026-05-05,72,475.47,
OC-2026-001629,25/03/2026,formulario,Central Reparos Band.,SP,Geladeira,GC B247SLUV,GCB2781131,,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",,Alta,Fechado,2026-04-20,72,203.52,
OC-2026-000430,2026-06-07,Formulario,Norte Eletro Servicos,CE,Maquina de Lavar,WM-F60BW,WMF6134882,L2602C,nao liga de jeito nenhum,NAO_LIGA,Baixa,Fechada,2026-06-19,240,400.62,
OC-2026-001071,27/03/2026,Planilha Parceiro,ELETRO SERV ANDRADE,SP,Ar-Condicionado,AC-DUAL9K,ACDU246982,,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Alta,aberta,,72,,
OC-2026-000254,2026-08-24,Formulario,Assist Tec Silva,SP,Maquina de Lavar,wd-11wv,WD11872670,L2606B,agua fica parada no tambor,NAO_DRENA,Baixa,fechada,2026-08-28,240,225.23,
OC-2026-000122,17-03-2026 08:29,Formulario,Oficina Digital,SP,Monitor,34-WP65C,34WP369039,L2601A,tela preta mas o som funciona,TELA_ESCURA,Baixa,Fechado,2026-03-26,240,1279.87,
OC-2026-001406,2026-05-22 15:42,Formulario,Refrigeracao Vale Verde,MG,Geladeira,GT-39SSP,GT39478825,,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",,,Fechada,27/05/2026,120,794.76,
OC-2026-001693,2026-06-04 14:30,Planilha Parceiro,Prisma Assist Tecnica,PR,TV,OLED55C4,OLED879843,,,SEM_AUDIO,Media,aberta,,120,,
OC-2026-001618,2026-06-30 18:47,Formulario,MegaTec Reparos Ltda,BA,TV,UQ-7550PSF,UQ75644722,L2603A,risco na tela do lado esquerdo,,Media,Fechado,2026-07-08,120,575.52,
OC-2026-000170,2026-07-22,Formulario,Refrig Vale Verde,MG,TV,UQ7550PSF,UQ75782455,L2605A,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Baixa,Fechada,2026-08-05 15:10,240,464.61,
OC-2026-001735,25/05/2026,Formulario,Sul Service,RS,Maquina de Lavar,WM-T13BW,WMT1755370,L2603B,Cliente relata que a agua nao drena ao final do ciclo.,,Media,ABERTA,,120,,
OC-2026-000678,08/06/2026,Planilha Parceiro,Eletro Nordeste Assistencia,PE,TV,NANO-75SQA,NANO829956,,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,,Media,FECHADA,2026-07-05,120,904.7,
OC-2026-000595,2026-04-07,Formulario,Norte Eletro,CE,TV,UQ-7550PSF,UQ75342241,,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,,Baixa,aberta,,240,,
OC-2026-001482,2026-03-10,Formulario,Sul Service,RS,Geladeira,GT-39SSP,GT39132065,L2612A,esquentou tudo dentro,PORTA_DESALINHADA,Baixa,fechada,28/03/2026,240,115.56,
OC-2026-000048,2026-04-03,E-mail,OFICINA DIGITAL CAMPINAS ME,SP,Maquina de Lavar,WM-F60BW,WMF6622661,L2601C,"nap escoa a agua, fica cheia",NAO_CENTRIFUGA,,Fechado,2026-04-16,120,427.02,
OC-2026-000051,20/06/2026,formulario,Sul Service Eletrodomesticos,RS,Maquina de Lavar,WMT13BW,WMT1303284,L2605C,"nao escoa a agua, fica cheia",,Media,Aguardando peca,,120,600.08,
OC-2026-000356,2026-03-01 12:48,E-mail,PRISMA AT,PR,Ar-Condicionado,ACS12TQ,ACS1459398,L2611A,"nao gela o ambiente, so joga ar quente",,Baixa,Fechado,2026-03-28,240,928.47,
OC-2026-000924,07/07/2026,Planilha Parceiro,Norte Eletro,CE,Maquina de Lavar,WMT13BW,WMT1292817,,erro no painel,ERRO_DISPLAY,Media,Fechado,2026-07-09,120,476.56,
OC-2026-000562,21/08/2026,E-mail,ATLAS MANUT EQUIP,GO,Geladeira,GC-L257FLQ,GCL2654162,L2607C,ta pingando agua na parte de tras,,Alta,Aberta,,72,,
OC-2026-000454,06/04/2026,Planilha Parceiro,Tecnoar Servicos,RJ,Geladeira,GT-39SSP,GT39414980,L2602C,ta pingando agua na parte de tras,VAZAMENTO_AGUA,Media,Fechada,2026-05-02,120,294.23,
OC-2026-001419,03/05/2026,formulario,Prisma Assistencia Tecnica,PR,Ar-Condicionado,AC-DUAL9K,ACDU352874,L2603C,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Media,EM ATENDIMENTO,,120,,
OC-2026-000509,2026-03-24,Planilha Parceiro,Refrig Vale Verde,MG,Ar-Condicionado,ACDUAL9K,ACDU701568,L2602B,nao resfria mais,VAZAMENTO_GAS,Baixa,Fechada,2026-04-13 12:58,240,624.47,
OC-2026-000273,2026-07-18,E-mail,Prisma Assistencia Tecnica,PR,Maquina de Lavar,WM-T13BW,WMT1770912,L2605A,"vazamento constante, cliente teve que colocar pano embaixo",VAZAMENTO_AGUA,Media,FECHADA,01/08/2026,120,285.46,
OC-2026-000322,2026-03-26,Formulario,Norte Eletro Servicos,CE,Maquina de Lavar,WM-T13BW,WMT1488158,L2612C,para na centrifugacao e apita,NAO_CENTRIFUGA,,FECHADA,20/04/2026,240,501.96,
OC-2026-001748,01/07/2026,Planilha Parceiro,assistencia tecnica silva,SP,Geladeira,GC-L257,GCL2305744,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Alta,EM ATENDIMENTO,,72,,
OC-2026-000014,2026-03-31,E-mail,Atlas Manutencao,GO,TV,NANO-75SQA,NANO392502,L2601B,Audio ausente pelos alto-falantes internos. Saida optica funciona.,SEM_AUDIO,Media,AGUARDANDO PECA,,120,367.3,
OC-2026-001774,2026-03-06 07:11,Formulario,Oficina Digital,SP,TV,OLED-55C4,OLED404821,L2601A,aparece codigo de erro no visor e para tudo,ERRO_DISPLAY,Alta,Fechado,2026-03-21,72,562.76,
OC-2026-000436,01-07-2026 11:44,E-mail,Central Reparos Band.,SP,Geladeira,GCL257FLQ,GCL2135354,,ta pingando agua na parte de tras,VAZAMENTO_AGUA,,Aguardando peca,,72,162.37,
OC-2026-001582,2026-06-16,formulario,Eletro Nordeste,PE,Maquina de Lavar,WM-T13BW,WMT1328315,L2605B,"nao escoa a agua, fica cheia",,Baixa,FECHADA,2026-06-30,240,551.86,
OC-2026-000655,2026-06-22,Formulario,Oficina Digital,SP,Geladeira,GCL257FLQ,GCL2124434,,"porta nao fecha direito, fica uma fresta",PORTA_DESALINHADA,Alta,ABERTA,,72,,
OC-2026-001460,2026-04-21,E-mail,ATLAS MANUT EQUIP,GO,Maquina de Lavar,WD11WV,WD11264173,L2601B,Cliente relata que a agua nao drena ao final do ciclo.,NAO_DRENA,,fechada,14-05-2026 15:02,72,322.71,
OC-2026-000913,2026-03-22,E-mail,SUL SERVICE ELETRO,RS,Ar-Condicionado,ACS12TQ,ACS1870805,,"controle nao funciona mais, ja troquei a pilha",NAO_RESFRIA,Media,aguardando_peca,,120,970.83,
OC-2026-001843,2026-07-08,Formulario,MEGATEC,BA,Geladeira,GC-B247SLUV,GCB2183429,L2605B,Cliente relata qeu apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,,Alta,Fechado,2026-07-16,72,865.39,
OC-2026-001852,2026-07-10,Planilha Parceiro,Refrigeracao Vale Verde,MG,Geladeira,GC-B247SLUV,GCB2907336,L2607B,Cliente relata que apos cerca de dois meses de uso o gabinete parou de refrigerar. Placa de controle suspeita.,TEMP_ALTA_GABINETE,,FECHADA,2026-08-06,72,1000.81,
OC-2026-000931,2026-08-21,Formulario,Atlas Manutencao,GO,Monitor,34-WP65C,34WP705324,L2607B,"morreu do nada, nao acende nem a luzinha",LINHAS_TELA,Media,fechada,18-09-2026 08:53,120,2224.9,
OC-2026-000691,07/06/2026,email,PRISMA AT,PR,Monitor,34WP65C,34WP816258,L2603C,tela apagada,TELA_ESCURA,Baixa,fechada,22-06-2026 17:27,240,755.08,
OC-2026-001775,24-07-2026 18:47,email,CENTRAL REPAROS BANDEIRANTES SA,SP,Geladeira,GC-L257FLQ,GCL2689554,,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",RUIDO_COMPRESSOR,Media,Fechada,2026-08-08,120,760.39,
OC-2026-000989,02/06/2026,formulario,Eletro Servicos Andrade ME,SP,Maquina de Lavar,WM-T13BW,WMT1227992,,Maquina completa o ciclo mas nao centrifuga.,NAO_CENTRIFUGA,Media,ABERTA,,120,,
OC-2026-001200,2026-06-12,Formulario,Eletro Servicos Andrade ME,SP,Maquina de Lavar,WMT13BW,WMT1974776,,aparece codigo de erro no visor e para tudo,,Media,Fechada,20/06/2026,120,424.33,
OC-2026-000284,08-05-2026 07:18,Planilha Parceiro,OFICINA DIGITAL CAMPINAS ME,SP,Geladeira,GC-L257,GCL2876286,L2603B,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",TEMP_ALTA_GABINETE,Media,em_atendimento,,120,,
OC-2026-001544,08/04/2026,email,NORTE ELETRO SERVICOS LTDA,CE,Ar-Condicionado,ACD18MQ,ACD1576758,L2612B,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,,Em atendimento,,240,,
OC-2026-001070,,E-mail,Refrigeracao Vale Verde,MG,Ar-Condicionado,AC-D18MQ,ACD1529589,L2603C,,NAO_LIGA,,aberta,,120,,
OC-2026-000409,2026-04-14,formulario,Eletro Servicos Andrade ME,SP,Maquina de Lavar,WD11WV,WD11295966,,Display apresenta codigo de erro intermitente. Cliente ja tentou reset.,,,FECHADA,2026-04-25 17:17,120,630.9,
OC-2026-000442,2026-07-10,E-mail,Eletro Nordeste Assistencia,PE,TV,OLED-55C4,OLED908509,L2604A,nao liga de jeito nenhum,NAO_LIGA,Baixa,em_atendimento,,240,,
OC-2026-001501,16-03-2026 16:00,E-mail,Refrig Vale Verde,MG,Maquina de Lavar,wd-11wv,WD11321357,,,,Alta,FECHADA,31/03/2026,72,620.92,
OC-2026-000293,2026-07-20,FORM,Atlas Manutencao,GO,Ar-Condicionado,ACS12TQ,ACS1402516,L2603C,,RUIDO_UNIDADE_EXTERNA,Media,Aberta,,120,,
OC-2026-001210,2026-07-11,E-mail,Refrig Vale Verde,MG,Maquina de Lavar,WD-11WV,WD11450581,L2604C,,VAZAMENTO_AGUA,Baixa,Fechado,2026-08-03,240,272.7,
OC-2026-001826,2026-06-07 16:46,Planilha Parceiro,A.T. SILVA LTDA,SP,Geladeira,GC-B247SLUV,GCB2734641,L2606C,Equipamento com aproximadamente 70 dias de uso apresentou perda total de refrigeracao. Compressor em ciclo curto.,,,Fechado,2026-06-20,72,1124.03,
OC-2026-000772,25/03/2026,Formulario,Prisma Assistencia Tecnica,PR,Maquina de Lavar,WMT13BW,WMT1707797,,"vazamento constante, cliente teve que colocar pano embaixo",,Alta,Fechada,2026-04-17 18:18,72,520.13,
OC-2026-001935,23-07-2026 11:03,formulario,MegaTec Reparos Ltda,BA,Geladeira,GC-L257FLQ,GCL2681500,,"Porta desalinhada, borracha de vedacao solta em um dos cantos.",,Alta,reaberta,,72,,OC-2026-000474
OC-2026-001727,2026-06-26,E-mail,Refrig Vale Verde,MG,Maquina de Lavar,WD11WV,WD11290818,L2604C,Maquina completa o ciclo mas nao centrifuga.,,Media,fechada,2026-07-16,120,762.67,
OC-2026-001439,01/06/2026,Planilha Parceiro,Tecnoar Servicos Eireli,RJ,Geladeira,GC-L257FLQ,GCL2209234,,esquentou tudo dentro,TEMP_ALTA_GABINETE,Media,fechada,04-06-2026 14:16,120,1158.61,
OC-2026-001990,15/07/2026,Planilha Parceiro,Eletro Nordeste,PE,Maquina de Lavar,WM F60BW,WMF6450541,L2606A,Cliente relata que a agua nao drena ao final do ciclo.,NAO_CENTRIFUGA,Alta,REABERTA,,72,543.92,OC-2026-001591
OC-2026-000643,2026-05-26,Formulario,Sul Service Eletrodomesticos,RS,Monitor,24MP400,24MP343557,L2602C,risco na tela do lado esquerdo,,Media,FECHADA,2026-06-18,120,507.78,
OC-2026-001246,10/04/2026,formulario,Sul Service Eletrodomesticos,RS,Geladeira,GC-L257,GCL2987383,L2601C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,,aberta,,240,,
OC-2026-001041,14-08-2026 09:07,Formulario,Prisma Assist Tecnica,PR,Monitor,34WP65C,34WP208613,L2606B,Mensagem de ausencia de sinal. Cliente testou dois cabos diferentes.,,Baixa,Fechado,2026-08-31,240,678.33,
OC-2026-000037,2026-08-08 19:54,formulario,Sul Service,RS,Maquina de Lavar,WD-11WV,WD11685938,L2606C,"morreu do nada, nao acende nem a luzinha",,,AGUARDANDO PECA,,120,757.37,
OC-2026-000373,28/05/2026,email,MegaTec Reparos,BA,Ar-Condicionado,AC-DUAL9K,ACDU256627,L2603C,"nao gela o ambiente, so joga ar quente",NAO_RESFRIA,Media,Fechado,2026-06-10,120,478.99,
OC-2026-001856,2026-08-09,Formulario,assistencia tecnica silva,SP,Geladeira,GC-B247SLUV,GCB2525737,L2605A,"parou de gelar do nada, produto tem pouco tempo de uso. tecnico falou que e a placa",NAO_GELA,Alta,Fechada,2026-09-06,72,640.76,
OC-2026-001194,2026-03-26 17:29,Formulario,Atlas Manutencao de Equipamentos,GO,Ar-Condicionado,AC-D18MQ,ACD1185790,,"controle nao funciona mais, ja troquei a pilha",,Media,Fechado,15/04/2026,120,965.93,
OC-2026-001324,2026-04-19,Formulario,Refrig Vale Verde,MG,Monitor,24-MP400,24MP527248,L2603B,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Alta,Aguardando peca,,72,370.11,
OC-2026-000133,2026-08-16,Formulario,OFICINA DIGITAL CAMPINAS ME,SP,Ar-Condicionado,ACD18MQ,ACD1629114,L2606C,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Media,Fechada,21/08/2026,120,778.09,
OC-2026-001817,2026-07-18,Formulario,Prisma Assistencia Tecnica,PR,Ar-Condicionado,AC-D18MQ,ACD1736638,L2606C,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Baixa,Aguardando peca,,240,544.53,
OC-2026-001967,03-05-2026 19:25,Formulario,ATLAS MANUT EQUIP,GO,Maquina de Lavar,WM-T13BW,WMT1683247,,"nap escoa a agua, fica cheia",NAO_CENTRIFUGA,Alta,reaberta,,72,455.53,OC-2026-000665
OC-2026-000515,17/05/2026,FORM,Tecnoar Servicos,RJ,Geladeira,GT-39SSP,GT39178503,L2604B,nao liga de jeito nenhum,,Baixa,fechada,21-05-2026 09:04,240,566.04,
OC-2026-000505,2026-07-22,formulario,Prisma Assistencia Tecnica,PR,TV,OLED-55C4,OLED949833,L2605C,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Baixa,Em atendimento,,240,,
OC-2026-001892,2026-08-27 11:40,E-mail,Assist Tec Silva,SP,Geladeira,GCB247SLUV,GCB2353893,L2606B,"novinha e ja parou de gelar, ta com uns 3 meses so",NAO_GELA,Critica,fechada,2026-09-05,72,716.74,
OC-2026-002034,2026-06-21 07:52,E-mail,REFRIGERACAO VALE VERDE LTDA,MG,TV,NANO75SQA,NANO959580,,"Aparelho nao esta ligando. Tomada testada com outro equipamento, energia OK.",,,aberta,,72,302.15,
OC-2026-001510,2026-05-14,FORM,CENTRAL REPAROS BANDEIRANTES SA,SP,TV,UQ7550PSF,UQ75343850,L2601C,Audio ausente pelos alto-falantes internos. Saida optica funciona.,,Media,fechada,26/05/2026,120,924.24,
OC-2026-001498,05/03/2026,Formulario,MegaTec Reparos Ltda,BA,Ar-Condicionado,ACS12TQ,ACS1400565,L2611B,"Unidade externa com ruido alto durante a operacao, vizinhos reclamaram.",,Baixa,AGUARDANDO PECA,,240,542.95,
OC-2026-000369,2026-07-10,E-mail,ELETRO SERV ANDRADE,SP,Monitor,27UP550,27UP867148,L2603C,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Media,EM ATENDIMENTO,,120,,
OC-2026-001305,2026-04-04,E-mail,Atlas Manutencao,GO,Geladeira,GCL257FLQ,GCL2907993,L2602B,nao gela nada,,Alta,FECHADA,2026-04-16,72,227.11,
OC-2026-001302,2026-03-13,email,MEGATEC,BA,Maquina de Lavar,WD11WV,WD11729959,L2612C,vazando agua embaixo do aparelho,,Alta,FECHADA,2026-03-15,72,699.24,
OC-2026-001476,2026-05-20,Formulario,Oficina Digital Campinas,SP,Ar-Condicionado,AC-D18MQ,ACD1466255,L2601B,nao liga de jeito nenhum,,Media,fechada,2026-05-24,120,723.72,
OC-2026-001879,2026-08-27 17:56,email,Central Reparos Bandeirantes,SP,Geladeira,GC B247SLUV,GCB2822780,L2607B,Equipamento com aproximadamente 70 dias de uso apresentou perda total de refrigeracao. Compressor em ciclo curto.,NAO_GELA,,FECHADA,22/09/2026,72,897.56,
OC-2026-000907,11/03/2026,E-mail,Eletro Servicos Andrade,SP,Monitor,27-UP550,27UP281938,L2601B,aparece sem sinal na tela mesmo com o cabo ligado,SEM_SINAL,Media,Fechada,04/04/2026,120,251.93,
OC-2026-000573,2026-05-23,FORM,Norte Eletro Servicos,CE,Maquina de Lavar,WD11WV,WD11787348,L2604A,agua fica parada no tambor,,Media,Fechado,15/06/2026,120,811.69,
OC-2026-001115,2026-03-08,Formulario,Tecnoar Servicos,RJ,Maquina de Lavar,WM-T13BW,WMT1718906,,Maquina completa o ciclo mas nao centrifuga.,NAO_CENTRIFUGA,Media,aguardando_peca,,120,611.27,
OC-2026-001036,19/07/2026,Planilha Parceiro,assistencia tecnica silva,SP,TV,UQ7550PSF,UQ75981049,L2606A,"morreu do nada, nao acende nem a luzinha",NAO_LIGA,Baixa,fechada,2026-08-13,240,716.89,
OC-2026-002030,2026-08-26,planilha_parceiro,Refrig Vale Verde,MG,Geladeira,GC-L257FLQ,GCL2358290,L2605B,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",RUIDO_COMPRESSOR,Baixa,ABERTA,,240,1052.67,
OC-2026-001609,,Formulario,Norte Eletro,CE,Maquina de Lavar,WMT13BW,WMT1449412,,Maquina completa o ciclo mas nao centrifuga.,NAO_CENTRIFUGA,Media,fechada,2026-06-05,120,580.88,
OC-2026-000775,2026-03-18 17:19,Planilha Parceiro,Sul Service Eletrodomesticos,RS,Maquina de Lavar,wd-11wv,WD11995673,,aparece codigo de erro no visor e para tudo,ERRO_DISPLAY,Critica,aguardando_peca,,72,697.36,
OC-2026-000556,2026-07-19,Planilha Parceiro,ELETRO SERV ANDRADE,SP,Geladeira,GC-L257,GCL2597778,L2604B,"porta nao fecha direito, fica uma fresta",PORTA_DESALINHADA,Media,Fechada,2026-07-26,120,69.47,
OC-2026-000534,2026-05-23,Formulario,Atlas Manutencao,GO,Maquina de Lavar,WMT13BW,WMT1670155,L2604A,Cliente relata que a agua nao drena ao final do ciclo.,NAO_DRENA,Alta,fechada,2026-06-14,72,90.18,
OC-2026-000135,2026-08-04,E-mail,Prisma Assistencia Tecnica,PR,Ar-Condicionado,AC-D18MQ,ACD1870577,,condensadora fazendo muito barulho,,,Fechada,2026-08-10,72,267.84,
OC-2026-000585,2026-04-13,Planilha Parceiro,REFRIGERACAO VALE VERDE LTDA,MG,Ar-Condicionado,AC-S12TQ,ACS1724638,L2612B,,,Alta,Fechada,30/04/2026,72,491.08,
OC-2026-001135,2026-03-18,Planilha Parceiro,Refrigeracao Vale Verde,MG,Ar-Condicionado,ACS12TQ,ACS1922264,L2612C,Equipamento liga mas nao resfria. Cliente relata que ja limpou os filtros.,NAO_RESFRIA,Baixa,Aguardando peca,,240,301.04,
OC-2026-000380,06/06/2026,Formulario,Assistencia Tecnica Silva Ltda,SP,Geladeira,GT-39SSP,GT39699528,L2603C,Gabinete quente. Cliente ja verificou vedacao da porta.,TEMP_ALTA_GABINETE,Critica,Fechada,10-06-2026 18:57,72,996.8,
OC-2026-000960,2026-08-03,formulario,Central Reparos Band.,SP,Ar-Condicionado,AC S12TQ,ACS1706821,L2605A,,NAO_LIGA,Alta,fechada,23/08/2026,72,784.26,
OC-2026-001653,2026-08-04 10:11,Formulario,TECNOAR,RJ,Geladeira,GCL257FLQ,GCL2279546,L2605A,Gabinete quente. Cliente ja verificou vedacao da porta.,TEMP_ALTA_GABINETE,Media,aberta,,120,,
OC-2026-000963,01/06/2026,Formulario,NORTE ELETRO SERVICOS LTDA,CE,Maquina de Lavar,WD11WV,WD11651447,L2604B,aparece codigo de erro no visor e para tudo,,Media,fechada,10-06-2026 17:01,120,311.76,
OC-2026-000449,16/08/2026,Formulario,assistencia tecnica silva,SP,Geladeira,GT-39SSP,GT39812056,,"Ruido intermitente na parte traseira, cliente relata que piorou nas ultimas semanas.",RUIDO_COMPRESSOR,Baixa,Aguardando peca,,240,843.56,
OC-2026-001043,17/05/2026,formulario,Eletro Servicos Andrade,SP,Geladeira,GT39SSP,GT39106653,L2602B,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",,Critica,fechada,2026-06-12,72,465.9,
OC-2026-002022,2026-03-26 08:52,Planilha Parceiro,TECNOAR,RJ,Maquina de Lavar,WD-11WV,WD11632986,L2601A,"nao escoa a agua, fica cheia",,Media,Aberta,,120,172.4,
OC-2026-000347,27/04/2026,Planilha Parceiro,ATLAS MANUT EQUIP,GO,TV,oled55c4,OLED748347,L2603A,Sem imagem. Audio presente. Cliente ja testou outra fonte de video.,TELA_ESCURA,Baixa,fechada,12/05/2026,240,953.42,
OC-2026-001621,2026-06-16 08:59,FORM,Sul Service Eletrodomesticos,RS,Geladeira,GT-39SSP,GT39337555,L2605A,"temperatura do gabinete alta, marcando 14 graus com regulagem no maximo",TEMP_ALTA_GABINETE,Media,Aberta,,120,,
OC-2026-000965,2026-06-09,E-mail,Prisma Assist Tecnica,PR,Ar-Condicionado,ACD18MQ,ACD1864431,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,,Critica,fechada,26/06/2026,72,609.57,
OC-2026-001960,19/05/2026,Planilha Parceiro,MegaTec Reparos Ltda,BA,Ar-Condicionado,AC-DUAL9K,ACDU650502,L2602B,"suspeita de vazamento de gas, aparelh gela pouco",VAZAMENTO_GAS,,reaberta,,72,886.7,OC-2026-000390
OC-2026-000065,2026-07-30,E-mail,Atlas Manutencao,GO,Geladeira,GT39SSP,GT39248403,L2606C,Cliente relata que a geladeira nao esta refrigerando ha 3 dias. Alimentos estragaram.,,Alta,Fechada,2026-08-06,72,779.93,
OC-2026-001638,2026-06-26,Formulario,Refrigeracao Vale Verde,MG,Maquina de Lavar,WM-T13BW,WMT1727571,,,VAZAMENTO_AGUA,Media,FECHADA,17/07/2026,120,317.25,
OC-2026-000494,2026-05-09,E-mail,Atlas Manutencao de Equipamentos,GO,Geladeira,GT-39SSP,GT39553171,L2604C,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",NAO_GELA,Media,AGUARDANDO PECA,,120,882.49,
OC-2026-001560,12/07/2026,Planilha Parceiro,NORTE ELETRO SERVICOS LTDA,CE,Geladeira,GT39SSP,GT39302802,,,,Media,FECHADA,2026-07-26 10:20,120,205.21,
OC-2026-000383,2026-05-13,email,Prisma Assist Tecnica,PR,TV,oled55c4,OLED676692,,nao liga de jeito nenhum,NAO_LIGA,Alta,aberta,,72,,
OC-2026-000645,2026-07-15,planilha_parceiro,A.T. SILVA LTDA,SP,Maquina de Lavar,WMF60BW,WMF6569361,L2604B,"nao centrifuga, roupa sai encharcada",ERRO_DISPLAY,Baixa,Fechado,2026-07-20,240,637.65,
OC-2026-001806,2026-07-15,Formulario,Central Reparos Bandeirantes,SP,Geladeira,GT-39SSP,GT39276377,L2603B,faz um barulho alto de tempos em tempos,RUIDO_COMPRESSOR,Alta,Fechada,2026-08-09,72,449.06,
OC-2026-000323,25/05/2026,E-mail,MEGATEC,BA,Ar-Condicionado,AC-DUAL9K,ACDU712897,,Controle remoto sem resposta. Aparelho responde aos botoes fisicos.,CONTROLE_NAO_RESPONDE,Media,Fechada,2026-06-07,120,123.14,
OC-2026-001719,2026-04-03 11:01,formulario,Norte Eletro,CE,Maquina de Lavar,WM-T13BW,WMT1702000,L2612B,nao liga de jeito nenhum,VAZAMENTO_AGUA,Baixa,Fechado,2026-04-25,240,257.82,
OC-2026-000226,2026-03-09,formulario,Tecnoar Servicos,RJ,Geladeira,GC-L257FLQ,GCL2884805,L2601B,"A parte de baixo nao gela mais, o freezer ainda funciona normal.",,Alta,fechada,2026-03-19,72,569.84,
OC-2026-000871,2026-06-19,email,MegaTec Reparos,BA,Maquina de Lavar,WM-T13BW,WMT1302401,L2604B,"Aparelho nao liga. Tomada testada com outro equipamento, energia OK.",NAO_LIGA,Baixa,em_atendimento,,240,,
OC-2026-001782,2026-03-06,Planilha Parceiro,PRISMA AT,PR,TV,NANO-75SQA,NANO392045,L2612B,nao liga de jeito nenhum,,Media,fechada,2026-03-31,120,658.87,
OC-2026-000992,2026-07-16,Formulario,Refrigeracao Vale Verde,MG,Ar-Condicionado,ACS12TQ,ACS1933914,L2604B,"suspeita de vazamento de gas, aparelho gela pouco",,Media,EM ATENDIMENTO,,120,,
